303,23,3.9,90,1.3,30.9945
285,0,4.2,88,0.6,31.071
186,1,4.3,87,0.5,31.0965
112,2,4.4,87,1.8,31.122
65,3,3.6,85,2.3,30.918
41,4,2.8,89,1.5,30.714
82,5,2,83,2.7,30.51
200,6,1.2,76,3.7,30.306
498,7,0.2,68,3.4,30.051
937,8,-0.8,69,3.5,29.796
509,9,-1.5,47,4.2,29.6175
311,10,-1.1,40,4.5,29.7195
379,11,-0.5,41,4.1,29.8725
393,12,-0.3,38,4.8,29.9235
391,13,0,30,5.4,30
338,14,0.1,27,4.5,30.0255
341,15,-0.1,25,5.8,29.9745
375,16,-0.2,23,4.7,29.949
515,17,-1.3,26,5.3,29.6685
807,18,-2.1,29,3.9,29.4645
568,19,-2.9,32,3.2,29.2605
398,20,-3.6,38,3,29.082
397,21,-4.6,43,4.5,28.827
353,22,-5.3,45,2.5,28.6485
248,23,-5.8,44,2.4,28.521
216,0,-6.1,42,2.6,28.4445
198,1,-6.5,41,2.8,28.3425
124,2,-6.8,41,2.5,28.266
62,3,-6.9,39,2,28.2405
42,4,-7.2,34,3,28.164
82,5,-7.4,33,2.6,28.113
172,6,-7.4,34,3.2,28.113
381,7,-7.5,33,2.2,28.0875
812,8,-8.1,36,1.6,27.9345
462,9,-7.6,31,1.3,28.062
269,10,-5.5,26,2.8,28.5975
334,11,-3.9,25,0,29.0055
321,12,-2.3,25,0,29.4135
325,13,-1.6,27,0,29.592
334,14,-1.1,28,0,29.7195
353,15,-0.7,28,0,29.8215
435,16,-0.5,30,0,29.8725
529,17,-1.6,35,0,29.592
789,18,-2.6,40,0,29.337
597,19,-3.2,45,0,29.184
418,20,-3.5,46,0,29.1075
415,21,-3.7,47,0,29.0565
393,22,-2.8,49,0,29.286
244,23,-2.5,59,0,29.3625
145,0,-2.8,77,0,29.286
144,1,-3,79,0,29.235
117,2,-3,79,0,29.235
78,3,-3.2,78,0,29.184
58,4,-3.4,75,0,29.133
87,5,-3.6,76,0,29.082
142,6,-3.7,76,0,29.0565
379,7,-4.2,77,0,28.929
802,8,-4.2,78,0,28.929
440,9,-3.3,70,0,29.1585
307,10,-0.9,64,0,29.7705
381,11,1.6,57,1.2,30.408
405,12,2.4,52,0.9,30.612
442,13,4.2,47,1.1,31.071
416,14,5.5,34,1,31.4025
412,15,5.5,31,3.1,31.4025
496,16,5.3,37,2.9,31.3515
239,17,4.1,60,2.5,31.0455
204,18,1.7,90,1,30.4335
205,19,1.2,92,0.7,30.306
190,20,1.2,94,0.6,30.306
165,21,1.1,92,0.5,30.2805
222,22,1.3,92,0.6,30.3315
193,23,1.3,92,0.6,30.3315
198,0,1.4,92,0.5,30.357
218,1,1.5,92,0.4,30.3825
149,2,1.4,92,0.7,30.357
102,3,1.9,91,1.4,30.4845
62,4,1.6,92,0.7,30.408
83,5,1.5,92,1.1,30.3825
137,6,1,93,0.5,30.255
367,7,0.3,93,0.5,30.0765
754,8,-0.2,96,0.8,29.949
415,9,0.1,91,0.8,30.0255
321,10,1.1,83,0.7,30.2805
333,11,2.3,69,1.7,30.5865
431,12,3.7,65,2.4,30.9435
394,13,4.1,37,3.1,31.0455
390,14,4.4,36,2.7,31.122
430,15,4,35,3.1,31.02
471,16,3.2,38,2.9,30.816
552,17,2.1,50,2,30.5355
795,18,0.7,46,2.7,30.1785
507,19,-0.4,47,2.5,29.898
390,20,-1.4,47,2.5,29.643
402,21,-2.2,46,2.2,29.439
389,22,-2.7,48,2.6,29.3115
259,23,-3.2,50,2.1,29.184
233,0,-3.5,49,2.6,29.1075
230,1,-3.7,50,2.5,29.0565
131,2,-4.3,53,1,28.9035
99,3,-4.8,52,1.6,28.776
71,4,-5.3,53,2.4,28.6485
84,5,-5.8,56,2,28.521
158,6,-6,56,3.5,28.47
387,7,-6.5,57,0.8,28.3425
780,8,-7,59,0.8,28.215
395,9,-6.7,50,0.9,28.2915
261,10,-5.3,44,2.8,28.6485
310,11,-3.7,39,1.4,29.0565
355,12,-2,30,1.4,29.49
354,13,-1.7,28,1.8,29.5665
350,14,-1.3,27,3.1,29.6685
362,15,-0.8,26,3.3,29.796
401,16,-1.1,24,3.4,29.7195
500,17,-2.4,30,2.7,29.388
752,18,-3.1,33,1.2,29.2095
477,19,-3.3,35,1.1,29.1585
384,20,-3.3,34,1.5,29.1585
336,21,-3.3,35,0.5,29.1585
347,22,-3.4,39,1.2,29.133
275,23,-3.5,43,0.9,29.1075
267,0,-3.5,48,0.9,29.1075
296,1,-4.1,49,0.6,28.9545
237,2,-4.7,50,0.7,28.8015
169,3,-4.3,47,0.6,28.9035
96,4,-4.3,49,0.7,28.9035
56,5,-4.7,49,0.8,28.8015
76,6,-5.1,53,0.9,28.6995
127,7,-5.5,56,0.8,28.5975
222,8,-5.4,56,0.7,28.623
291,9,-4.7,48,1,28.8015
273,10,-2.2,42,1.3,29.439
351,11,0,45,1.1,30
427,12,2.4,40,0.8,30.612
431,13,3.9,36,2,30.9945
486,14,4.7,32,2.2,31.1985
569,15,5.2,30,2,31.326
546,16,4.4,33,1.6,31.122
481,17,3.5,37,1.8,30.8925
384,18,2.5,41,1,30.6375
275,19,1.5,48,0.4,30.3825
298,20,0.8,51,1.4,30.204
321,21,-0.1,55,0.7,29.9745
289,22,-0.5,55,0.6,29.8725
265,23,-0.1,54,1.3,29.9745
326,0,-0.2,55,1,29.949
280,1,-0.2,54,0.5,29.949
243,2,0.2,52,0.7,30.051
169,3,0.3,53,0.5,30.0765
71,4,0.4,52,1.6,30.102
13,5,0.3,74,1,30.0765
9,6,-0.5,90,0.9,29.8725
20,7,-0.4,92,1.1,29.898
35,8,-0.2,90,1.2,29.949
31,9,0.2,90,1,30.051
19,10,0.5,91,0.4,30.1275
58,11,0.9,92,0.9,30.2295
119,12,2.3,88,0.3,30.5865
182,13,3.3,87,1.1,30.8415
235,14,4.2,85,0.7,31.071
180,15,6.7,63,4.5,31.7085
214,16,5.4,71,3.5,31.377
226,17,3.6,65,4.3,30.918
210,18,2,61,3,30.51
181,19,1.6,53,4,30.408
165,20,0.6,57,3.9,30.153
167,21,0,59,3,30
152,22,-1,56,4.7,29.745
148,23,-1.4,43,4.3,29.643
125,0,-2.5,39,3.4,29.3625
111,1,-3.4,36,3.8,29.133
67,2,-4.2,35,3.4,28.929
45,3,-4.7,38,2.4,28.8015
44,4,-5.2,35,3.2,28.674
86,5,-5.6,38,3.2,28.572
136,6,-5.9,39,2.9,28.4955
325,7,-6,39,3.1,28.47
653,8,-6,38,3.6,28.47
326,9,-5.9,36,5.1,28.4955
212,10,-5.3,32,4.5,28.6485
226,11,-4.7,36,3.8,28.8015
247,12,-5.2,33,4.6,28.674
241,13,-5.4,32,5.1,28.623
253,14,-5.4,31,4.1,28.623
269,15,-5.5,33,4.5,28.5975
277,16,-6,40,4,28.47
361,17,-7.1,44,4.2,28.1895
557,18,-7.9,43,3.3,27.9855
371,19,-8.6,45,3.9,27.807
254,20,-9.3,49,3.8,27.6285
266,21,-9.7,51,2.5,27.5265
222,22,-10.2,50,3,27.399
174,23,-10.7,53,1.2,27.2715
133,0,-11,51,1.1,27.195
127,1,-11.2,51,1.1,27.144
95,2,-11.5,50,0.7,27.0675
54,3,-11.6,50,2.2,27.042
46,4,-11.6,47,2.1,27.042
65,5,-11.6,45,2.8,27.042
104,6,-11.8,47,2.5,26.991
280,7,-12.1,50,2.3,26.9145
580,8,-12.3,52,1.3,26.8635
275,9,-11.8,46,2.9,26.991
184,10,-10.5,45,3.3,27.3225
201,11,-9.4,42,3.1,27.603
228,12,-8.3,35,2.9,27.8835
225,13,-6.9,37,2.4,28.2405
258,14,-5.4,32,2,28.623
250,15,-5.8,30,2.8,28.521
248,16,-6,29,2.8,28.47
305,17,-7,32,2.6,28.215
529,18,-7.7,36,1,28.0365
350,19,-8.2,43,1.1,27.909
260,20,-8.4,42,1,27.858
270,21,-8.8,43,1.4,27.756
256,22,-9,45,1.3,27.705
173,23,-9.3,47,2.1,27.6285
168,0,-9.5,48,1.3,27.5775
183,1,-10.2,52,1.6,27.399
120,2,-10.4,53,1.8,27.348
79,3,-10.9,55,1.8,27.2205
41,4,-11.4,58,1.3,27.093
68,5,-11.5,58,1.1,27.0675
109,6,-11.9,57,1.1,26.9655
310,7,-11.7,53,1.6,27.0165
591,8,-11.4,47,3.3,27.093
340,9,-11.1,46,3.4,27.1695
202,10,-9.5,39,2.1,27.5775
251,11,-8.1,35,1.8,27.9345
267,12,-6.5,30,2.9,28.3425
251,13,-5.8,28,2.9,28.521
240,14,-4.7,27,2.9,28.8015
240,15,-4.9,26,3.1,28.7505
278,16,-4.5,26,2.2,28.8525
392,17,-5.6,29,1.7,28.572
537,18,-6.6,33,1.1,28.317
373,19,-6.6,31,1.6,28.317
263,20,-7.6,35,0.8,28.062
271,21,-8.3,39,1,27.8835
271,22,-8.9,39,0.1,27.7305
174,23,-9.2,44,0.4,27.654
171,0,-9.5,50,0.6,27.5775
170,1,-9.8,48,0.8,27.501
107,2,-10.6,44,0.8,27.297
80,3,-10.7,48,0.4,27.2715
52,4,-11,50,0.8,27.195
62,5,-10.8,48,0.8,27.246
108,6,-11,55,0.8,27.195
279,7,-10.9,57,1.1,27.2205
621,8,-10.4,54,1.1,27.348
305,9,-9.4,44,0.5,27.603
189,10,-7.7,43,0.9,28.0365
247,11,-6.1,38,1,28.4445
278,12,-4.9,34,1.3,28.7505
282,13,-3.8,32,0.9,29.031
294,14,-2.7,28,0.7,29.3115
301,15,-2.5,29,1.1,29.3625
335,16,-2.4,28,0.9,29.388
382,17,-2.9,31,0.6,29.2605
612,18,-3.5,35,1.1,29.1075
410,19,-4.2,40,0.9,28.929
277,20,-4.8,43,1.1,28.776
316,21,-4.8,45,0.8,28.776
309,22,-4.9,44,1.1,28.7505
211,23,-5.6,53,1.2,28.572
227,0,-5.7,53,0.6,28.5465
241,1,-6.3,57,0.4,28.3935
162,2,-6.8,58,0.4,28.266
110,3,-6.9,56,0.5,28.2405
69,4,-7.1,59,0.8,28.1895
68,5,-7.5,64,0.9,28.0875
129,6,-7.4,64,0.7,28.113
285,7,-7,63,0.6,28.215
658,8,-6.6,64,1.1,28.317
330,9,-5.9,60,0.6,28.4955
221,10,-4.6,52,0.8,28.827
279,11,-2.9,46,1,29.2605
309,12,-2.5,43,0.7,29.3625
325,13,-1.6,40,0.3,29.592
329,14,-0.7,39,0.8,29.8215
342,15,0.1,35,1.5,30.0255
354,16,0,37,0.6,30
464,17,-0.2,39,0.8,29.949
682,18,0.1,43,0.9,30.0255
451,19,0.6,41,1.2,30.153
320,20,0.9,42,1.2,30.2295
300,21,0.7,47,2.7,30.1785
296,22,-0.1,49,2,29.9745
247,23,-1.3,60,2.5,29.6685
217,0,-2.6,73,3.4,29.337
302,1,-3.4,76,2.9,29.133
228,2,-4.1,73,2.1,28.9545
129,3,-4.5,71,1.6,28.8525
80,4,-5,70,2.7,28.725
45,5,-5.6,72,2,28.572
66,6,-6.1,69,2.9,28.4445
90,7,-6.7,64,2.1,28.2915
190,8,-7.3,62,2.6,28.1385
195,9,-7.2,47,2.8,28.164
201,10,-6.2,42,2.3,28.419
239,11,-5.2,30,4,28.674
252,12,-4.1,28,3.8,28.9545
296,13,-3.7,23,4,29.0565
292,14,-3.4,22,4.3,29.133
291,15,-3.3,22,5,29.1585
258,16,-3.3,24,3.5,29.1585
277,17,-4.6,26,2.6,28.827
212,18,-5.3,28,3.5,28.6485
173,19,-6,32,2.4,28.47
143,20,-6.6,37,3.4,28.317
159,21,-7.1,39,3.2,28.1895
155,22,-7.6,41,1.6,28.062
142,23,-8,41,2.2,27.96
175,0,-8.1,41,2,27.9345
146,1,-8.4,40,1.6,27.858
132,2,-8.7,40,2.8,27.7815
100,3,-9,40,3.1,27.705
41,4,-9.5,40,1.9,27.5775
31,5,-9.7,41,3.1,27.5265
39,6,-9.9,42,2.3,27.4755
53,7,-10.2,42,2.3,27.399
94,8,-10.7,43,0.9,27.2715
122,9,-10.5,38,1.1,27.3225
142,10,-8.5,31,1.5,27.8325
189,11,-7.2,29,1.8,28.164
216,12,-4.9,25,2.6,28.7505
223,13,-4.5,25,3.2,28.8525
268,14,-3.2,26,3.1,29.184
278,15,-2.5,28,2,29.3625
256,16,-2.7,31,2.3,29.3115
266,17,-3.8,35,2.4,29.031
204,18,-4.7,37,1.8,28.8015
157,19,-5.6,39,1.1,28.572
166,20,-6,42,0.8,28.47
168,21,-6.5,45,0.7,28.3425
172,22,-6.6,50,0.6,28.317
138,23,-6.9,53,0.7,28.2405
151,0,-5.9,50,0.6,28.4955
97,1,-5.3,48,0.4,28.6485
38,2,-5,65,0.4,28.725
32,3,-5.3,76,1,28.6485
29,4,-5.4,81,0.7,28.623
27,5,-5.3,81,0.9,28.6485
45,6,-5.2,85,0.9,28.674
96,7,-5,85,0.7,28.725
146,8,-4.6,86,1.2,28.827
52,9,-4.3,89,1,28.9035
36,10,-3.7,87,1,29.0565
44,11,-2.9,85,1.2,29.2605
62,12,-1.8,83,1.2,29.541
76,13,-0.9,84,1.2,29.7705
116,14,0.5,76,0.9,30.1275
137,15,1.6,73,0.9,30.408
181,16,1.8,76,0.8,30.459
175,17,0.4,84,0.8,30.102
281,18,0,88,0.6,30
198,19,1.3,65,1.1,30.3315
165,20,3.3,65,3.2,30.8415
148,21,2.8,73,2.4,30.714
160,22,1.5,82,2.4,30.3825
128,23,0.1,81,2.9,30.0255
122,0,-1,73,2.3,29.745
122,1,-2,72,0.8,29.49
93,2,-2.7,72,0.9,29.3115
55,3,-2.8,58,1.6,29.286
39,4,-2.9,59,1.8,29.2605
55,5,-3.9,66,0.7,29.0055
78,6,-4.3,70,1.6,28.9035
165,7,-4.4,64,2.8,28.878
390,8,-5.2,58,2.2,28.674
199,9,-5.3,48,2.6,28.6485
151,10,-4.6,41,2.8,28.827
174,11,-3.5,35,2.2,29.1075
191,12,-2.5,31,2.6,29.3625
189,13,-2.2,25,3.2,29.439
178,14,-2.2,23,3.7,29.439
195,15,-1.3,26,3,29.6685
211,16,-1.8,31,3.1,29.541
256,17,-2.7,35,1.8,29.3115
384,18,-3.8,42,3.3,29.031
276,19,-4.5,51,2,28.8525
225,20,-4.9,55,2,28.7505
224,21,-5,57,1.9,28.725
213,22,-5.5,56,1.5,28.5975
149,23,-5.8,57,1.7,28.521
142,0,-6.5,63,1.5,28.3425
172,1,-7.3,67,1.1,28.1385
108,2,-7.8,68,0.9,28.011
71,3,-8.1,70,1.3,27.9345
38,4,-8.5,73,1,27.8325
56,5,-8.3,67,0.9,27.8835
97,6,-8.2,66,0.9,27.909
213,7,-8.1,67,0.9,27.9345
466,8,-7.8,65,1.1,28.011
239,9,-6.7,62,1.1,28.2915
162,10,-5.4,56,1.1,28.623
204,11,-4.2,51,1.1,28.929
209,12,-3.2,49,1.3,29.184
228,13,-1.3,43,1,29.6685
243,14,-0.5,44,1,29.8725
240,15,-0.2,45,1,29.949
225,16,-0.5,48,1.1,29.8725
237,17,-0.9,70,1.1,29.7705
329,18,-1.4,79,1.6,29.643
190,19,-1.5,81,1.8,29.6175
165,20,-1.9,86,0.9,29.5155
197,21,-2,83,1.2,29.49
184,22,-1.6,82,0.4,29.592
153,23,-1.1,87,1.4,29.7195
166,0,-1.3,90,2,29.6685
189,1,-1.8,90,1.6,29.541
132,2,-2.2,88,1.4,29.439
79,3,-2.9,89,1.3,29.2605
58,4,-3.6,91,1.2,29.082
49,5,-4.3,91,1.5,28.9035
84,6,-4.8,91,1.1,28.776
178,7,-5.3,90,1.1,28.6485
423,8,-5.6,89,0.9,28.572
265,9,-5.3,88,0.4,28.6485
169,10,-3,71,0.7,29.235
243,11,-0.7,62,0.7,29.8215
290,12,1.9,40,2,30.4845
285,13,3.2,42,1.8,30.816
255,14,4.3,47,2.3,31.0965
316,15,4.4,46,1.4,31.122
301,16,4.1,51,1.8,31.0455
366,17,2.9,60,1.3,30.7395
531,18,1.7,64,1.3,30.4335
355,19,0.8,71,0.9,30.204
288,20,0.2,72,0.7,30.051
248,21,-0.4,74,0.6,29.898
252,22,-1.1,78,0.6,29.7195
212,23,-1.5,79,0.6,29.6175
196,0,-1.7,79,0.5,29.5665
250,1,-1.6,79,0.6,29.592
161,2,-1.1,79,0.7,29.7195
99,3,-0.6,76,0.5,29.847
64,4,-0.3,76,0.9,29.9235
76,5,-0.2,73,0.8,29.949
114,6,-0.1,71,0.8,29.9745
283,7,-0.3,72,0.7,29.9235
544,8,-0.4,69,0.5,29.898
298,9,0.3,67,0.7,30.0765
248,10,1.4,64,1,30.357
278,11,3.1,57,0.8,30.7905
301,12,4.5,56,0.8,31.1475
320,13,5.4,55,1.2,31.377
326,14,5.9,55,0.6,31.5045
386,15,6.5,55,0.9,31.6575
416,16,6,58,0.7,31.53
477,17,5.4,61,1.3,31.377
671,18,4.9,63,0.6,31.2495
481,19,5.2,64,0.7,31.326
323,20,5.9,67,1.3,31.5045
309,21,6.1,70,2.2,31.5555
314,22,6.1,70,2.7,31.5555
249,23,5.8,74,2.5,31.479
282,0,5.8,75,1.9,31.479
337,1,5.7,75,1.7,31.4535
312,2,5.6,76,1.6,31.428
230,3,5.4,77,1.6,31.377
120,4,5.3,79,0.9,31.3515
59,5,5,81,1.2,31.275
63,6,5.1,81,1.3,31.3005
99,7,5.1,82,0.7,31.3005
188,8,5.1,83,0.9,31.3005
239,9,5.2,84,0.7,31.326
235,10,5.4,82,1.2,31.377
282,11,5.7,81,1.1,31.4535
325,12,7,72,1.9,31.785
423,13,7.7,68,1,31.9635
405,14,8.6,63,1.6,32.193
443,15,8.6,64,1.5,32.193
473,16,8.2,64,1,32.091
453,17,7.7,67,0.9,31.9635
340,18,6.6,73,0.4,31.683
260,19,6,76,1.1,31.53
258,20,5.9,75,1.5,31.5045
279,21,5.6,77,0.9,31.428
282,22,5.3,79,0.6,31.3515
237,23,5.5,80,0.6,31.4025
266,0,5.6,78,0.6,31.428
251,1,5.6,78,0.5,31.428
196,2,5.4,80,0.9,31.377
149,3,5.2,82,0.8,31.326
79,4,5.2,82,0.7,31.326
44,5,5.1,82,0.6,31.3005
12,6,4.9,84,1.3,31.2495
3,7,4.7,89,1.1,31.1985
4,8,4.6,91,1.7,31.173
3,9,4.6,94,0.9,31.173
4,10,4.8,96,0.6,31.224
9,11,4.6,95,0.8,31.173
4,12,4.1,91,0.8,31.0455
7,13,3.7,90,0.7,30.9435
28,14,3.3,90,2.5,30.8415
38,15,2.9,90,2,30.7395
54,16,2.3,91,3.3,30.5865
104,17,2.2,86,2.6,30.561
128,18,1.9,82,4.3,30.4845
132,19,1.1,68,4.4,30.2805
116,20,0.6,67,3.3,30.153
145,21,0.4,69,3.5,30.102
110,22,0.2,69,2.7,30.051
128,23,0,63,3.2,30
160,0,-0.6,64,2.4,29.847
132,1,-1.2,57,4.3,29.694
115,2,-1.8,53,4.1,29.541
100,3,-2.3,52,3.4,29.4135
72,4,-3,51,3.2,29.235
32,5,-3.7,51,2.6,29.0565
59,6,-4.1,50,3,28.9545
61,7,-4.6,46,2.8,28.827
94,8,-4.9,44,3,28.7505
107,9,-4.6,40,3.5,28.827
133,10,-3.7,35,3.7,29.0565
179,11,-2.8,35,2.9,29.286
221,12,-1.6,33,2.5,29.592
244,13,-1.5,33,3.8,29.6175
274,14,-0.4,31,2,29.898
319,15,0.4,28,2.5,30.102
272,16,0.4,27,2,30.102
260,17,-0.7,29,2,29.8215
237,18,-1.6,33,2,29.592
184,19,-1.8,41,2.1,29.541
181,20,-2.1,49,1.7,29.4645
185,21,-1.7,51,1.7,29.5665
176,22,-1.3,53,1.7,29.6685
169,23,-1,55,1.9,29.745
178,0,-1.4,58,1,29.643
127,1,-1.5,62,1.3,29.6175
85,2,-2.1,69,1,29.4645
72,3,-2.6,70,1,29.337
49,4,-2.6,72,1.4,29.337
65,5,-2.9,77,0.8,29.2605
120,6,-2.8,73,0.7,29.286
296,7,-2.9,73,1.9,29.2605
578,8,-2.7,68,2.2,29.3115
293,9,-2.8,52,2.9,29.286
180,10,-2.2,36,4.1,29.439
250,11,-2.1,28,4.9,29.4645
262,12,-1.3,23,4,29.6685
262,13,-2,15,4.7,29.49
271,14,-1.6,20,4.3,29.592
246,15,-1.9,17,5,29.5155
282,16,-1.9,17,3.3,29.5155
350,17,-3.6,20,3.7,29.082
481,18,-4.7,23,3.4,28.8015
317,19,-5.4,27,3,28.623
252,20,-6.1,32,4.7,28.4445
220,21,-6.6,39,3.2,28.317
213,22,-7.2,38,3.1,28.164
156,23,-7.5,37,3.1,28.0875
133,0,-7.9,37,2.2,27.9855
142,1,-8.2,39,1.8,27.909
93,2,-8.6,37,1.5,27.807
81,3,-9.1,37,1,27.6795
55,4,-9.1,33,2.3,27.6795
66,5,-9.4,36,1.9,27.603
105,6,-9.8,37,1.7,27.501
262,7,-10.1,38,2.3,27.4245
502,8,-10.2,35,1.8,27.399
279,9,-9.8,33,2,27.501
146,10,-8.5,29,2.4,27.8325
213,11,-6.8,28,2.1,28.266
230,12,-5.5,21,2.1,28.5975
258,13,-4.7,18,3.7,28.8015
231,14,-4,18,2.4,28.98
228,15,-3.1,16,2.2,29.2095
269,16,-3.2,23,2.7,29.184
314,17,-4.2,26,2.2,28.929
466,18,-5.2,32,2.2,28.674
315,19,-5.5,31,2.1,28.5975
262,20,-5.9,34,0.9,28.4955
242,21,-6.4,34,1.2,28.368
243,22,-6.4,36,1.3,28.368
216,23,-6.3,39,0.9,28.3935
164,0,-6.5,41,1.7,28.3425
169,1,-6.6,39,1.4,28.317
163,2,-6.6,34,1.8,28.317
86,3,-6,32,2.5,28.47
50,4,-5.8,32,1.6,28.521
61,5,-5.7,28,1.2,28.5465
103,6,-5.5,24,0.5,28.5975
257,7,-5,31,0.5,28.725
554,8,-4.7,30,0.6,28.8015
326,9,-4.3,38,0.7,28.9035
225,10,-3.4,33,1.3,29.133
288,11,-2.1,34,1,29.4645
286,12,-0.8,38,1,29.796
301,13,0.8,46,1.4,30.204
311,14,0.8,55,1.8,30.204
303,15,0.4,57,2.4,30.102
390,16,0.3,57,2.3,30.0765
407,17,0.2,58,2,30.051
552,18,-0.6,62,1.6,29.847
402,19,-0.4,62,0.9,29.898
319,20,-0.3,62,1.3,29.9235
332,21,-0.2,62,0.6,29.949
285,22,0,63,1.3,30
260,23,0.1,63,1.1,30.0255
233,0,0.2,63,0.7,30.051
269,1,0.3,63,0.7,30.0765
210,2,0.5,63,1,30.1275
135,3,0.6,64,0.4,30.153
85,4,0.6,65,0.4,30.153
67,5,0.7,66,0.7,30.1785
128,6,0.8,68,0.6,30.204
289,7,0.9,67,0.6,30.2295
636,8,1,68,0.6,30.255
353,9,1.2,67,0.2,30.306
252,10,1.9,65,0.3,30.4845
317,11,3.1,62,1.1,30.7905
363,12,4.3,62,1.6,31.0965
370,13,5.2,58,2.5,31.326
419,14,5.7,54,3.5,31.4535
426,15,5.7,53,2.7,31.4535
504,16,5.4,56,2.2,31.377
534,17,4.5,59,1.6,31.1475
574,18,3.6,62,1.4,30.918
395,19,2.7,68,1.2,30.6885
292,20,1.7,73,0.5,30.4335
282,21,1,77,1.5,30.255
294,22,0.8,77,1.4,30.204
236,23,0.3,80,0.8,30.0765
240,0,-0.4,83,1.2,29.898
234,1,-0.5,83,0.7,29.8725
192,2,-0.9,84,0.6,29.7705
127,3,-1.1,83,0.8,29.7195
86,4,-1.1,83,0.7,29.7195
52,5,-1.2,81,0.8,29.694
62,6,-1.1,81,1,29.7195
88,7,-0.7,79,0.7,29.8215
162,8,-0.4,78,0.5,29.898
224,9,0.2,76,1.3,30.051
208,10,0.8,73,0.5,30.204
237,11,2,69,1,30.51
274,12,3.2,64,0.8,30.816
333,13,4,62,1,31.02
356,14,4.3,60,1.2,31.0965
337,15,4.3,61,0.7,31.0965
345,16,4.1,63,0.7,31.0455
183,17,3.8,64,0.9,30.969
45,18,3,84,1.7,30.765
40,19,2.3,89,0.6,30.5865
66,20,1.9,90,0.9,30.4845
64,21,1.8,92,1.1,30.459
30,22,1.8,92,1.2,30.459
42,23,1.4,92,1.9,30.357
43,0,0.9,95,1.8,30.2295
43,1,0.5,95,2.1,30.1275
65,2,0.4,95,1.7,30.102
65,3,0.3,91,2,30.0765
32,4,-0.2,87,3.5,29.949
22,5,-0.8,85,2.8,29.796
25,6,-1.3,84,2.4,29.6685
39,7,-1.8,86,1.7,29.541
84,8,-2.1,86,1.4,29.4645
103,9,-1.9,82,1.6,29.5155
110,10,-0.5,73,1.7,29.8725
142,11,0.8,62,2.8,30.204
209,12,1.4,47,4.5,30.357
267,13,2.5,36,3.7,30.6375
262,14,3,28,3.8,30.765
300,15,3.1,25,3.9,30.7905
272,16,2.7,26,2.7,30.6885
240,17,1.7,30,2.9,30.4335
215,18,0.7,31,2.3,30.1785
163,19,0,31,2.2,30
161,20,-1,32,0.9,29.745
179,21,-1.6,35,1,29.592
155,22,-2.1,36,1.7,29.4645
227,23,-2.6,40,0.6,29.337
206,0,-3.2,40,0.5,29.184
230,1,-3.3,41,0.7,29.1585
178,2,-3.7,42,0.9,29.0565
119,3,-4,44,1,28.98
62,4,-4.2,53,1.1,28.929
61,5,-4.4,54,0.8,28.878
